,ActiveFires,Step,TotalDrones,TotalPlanes,TotalEmissions,DroneEmissions,PlaneEmissions,Cost,DroneCost,PlaneCost,TotalCoverage,TotalWater
0,50,0,0,6,0.0,0,0.0,0.0,0,0.0,0.0,0
1,50,1,0,6,7.295302,0,7.295302,26.53,0,26.53,1.6e-05,0
2,50,2,0,6,14.590604,0,14.590604,53.06,0,53.06,3.2e-05,0
3,50,3,0,6,21.117656,0,21.117656,76.34,0,76.34,4.8e-05,0
4,49,4,0,6,1692.988624666667,0,1692.988624666667,514.9366666666667,0,514.9366666666667,6.4e-05,8328
5,49,5,0,6,1700.250149353864,0,1700.250149353864,541.4529271154129,0,541.4529271154129,8e-05,8328
6,49,6,0,6,1707.2555907077283,0,1707.2555907077283,566.8858542308258,0,566.8858542308258,9.6e-05,8328
7,48,7,0,6,3379.2208237282593,0,3379.2208237282593,1006.0104480129054,0,1006.0104480129054,0.000112,16656
8,48,8,0,6,3386.064446102654,0,3386.064446102654,1030.8879689103976,0,1030.8879689103976,0.000128,16656
9,46,9,0,6,6722.571568477049,0,6722.571568477049,1882.0654898078903,0,1882.0654898078903,0.000144,33312
10,45,10,0,6,8394.435469559172,0,8394.435469559172,2321.148864936208,0,2321.148864936208,0.00016,41640
11,47,11,0,6,8401.56188499516,0,8401.56188499516,2347.6101671799393,0,2347.6101671799393,0.00017599999999999997,41640
12,47,12,0,6,10072.879842097813,0,10072.879842097813,2784.5131360903365,0,2784.5131360903365,0.000192,49968
13,45,13,0,6,13409.251855220999,0,13409.251855220999,3635.635698782814,0,3635.635698782814,0.000208,66624
14,45,14,0,6,13720.34043871858,0,13720.34043871858,3731.955782372783,0,3731.955782372783,0.000224,68152
15,44,15,0,6,14031.550866508429,0,14031.550866508429,3828.815011731927,0,3828.815011731927,0.00024,69680
16,43,16,0,6,15702.49901359055,0,15702.49901359055,4264.588386860245,0,4264.588386860245,0.000256,78008
17,42,17,0,6,17374.181633359876,0,17374.181633359876,4703.598022437309,0,4703.598022437309,0.00027200000000000005,86336
18,43,18,0,6,17381.126767483056,0,17381.126767483056,4729.985585129786,0,4729.985585129786,0.000288,86336
19,43,19,0,6,17386.66344327291,0,17386.66344327291,4750.41481448893,0,4750.41481448893,0.000304,86336
20,41,20,0,6,18002.375785729426,0,18002.375785729426,4919.31071051474,0,4919.31071051474,0.00032,89392
21,41,21,0,6,18313.372025103818,0,18313.372025103818,5015.593231412232,0,5015.593231412232,0.000336,90920
22,40,22,0,6,19983.465775437155,0,19983.465775437155,5448.081564745566,0,5448.081564745566,0.0003493333333333333,99248
23,41,23,0,6,20079.485956791017,0,20079.485956791017,5485.048491860978,0,5485.048491860978,0.00036,99248
24,41,24,0,6,20265.921346678213,0,20265.921346678213,5538.035752309725,0,5538.035752309725,0.00037066666666666666,99248
25,40,25,0,6,22117.587361965412,0,22117.587361965412,6005.80401275847,0,6005.80401275847,0.00038133333333333335,107576
26,40,26,0,6,22303.89043367314,0,22303.89043367314,6058.247866989297,0,6058.247866989297,0.000392,107576
27,41,27,0,6,22794.143714114198,0,22794.143714114198,6180.056054553455,0,6180.056054553455,0.0003973333333333333,109104
28,41,28,0,6,23069.469464247533,0,23069.469464247533,6242.568387886788,0,6242.568387886788,0.0004026666666666666,109104
29,41,29,0,6,23344.6892983142,0,23344.6892983142,6304.548054553456,0,6304.548054553456,0.0004106666666666666,109104
30,41,30,0,6,23619.931257980865,0,23619.931257980865,6366.536721220123,0,6366.536721220123,0.0004186666666666666,109104
31,41,31,0,6,23895.195343247535,0,23895.195343247535,6428.534387886788,0,6428.534387886788,0.0004266666666666666,109104
32,42,32,0,6,24170.4815541142,0,24170.4815541142,6490.541054553456,0,6490.541054553456,0.0004346666666666666,109104
33,43,33,0,6,24357.430723914196,0,24357.430723914196,6545.206054553455,0,6545.206054553455,0.0004426666666666667,109104
34,43,34,0,6,24453.602685780865,0,24453.602685780865,6582.234721220122,0,6582.234721220122,0.0004533333333333333,109104
35,43,35,0,6,24640.573981180867,0,24640.573981180867,6636.908721220123,0,6636.908721220123,0.000464,109104
36,42,36,0,6,26492.391776980865,0,26492.391776980865,7104.738721220123,0,7104.738721220123,0.00047466666666666664,117432
37,42,37,0,6,26678.71858753473,0,26678.71858753473,7156.702648335535,0,7156.702648335535,0.00048533333333333333,117432
38,41,38,0,6,28439.227981821925,0,28439.227981821925,7604.721908784283,0,7604.721908784283,0.000496,125760
39,41,39,0,6,30289.478598996324,0,30289.478598996324,8066.039429681774,0,8066.039429681774,0.0005066666666666667,134088
40,39,40,0,6,33805.95039759125,0,33805.95039759125,8946.457544361347,0,8946.457544361347,0.0005173333333333333,150744
41,39,41,0,6,33992.32176696057,0,33992.32176696057,8998.92917993841,0,8998.92917993841,0.0005279999999999999,150744
42,39,42,0,6,34483.92376172989,0,34483.92376172989,9126.181815515472,0,9126.181815515472,0.0005359999999999999,152272
43,38,43,0,6,36335.662351191495,0,36335.662351191495,9593.979596861713,0,9593.979596861713,0.0005466666666666665,160600
