,ActiveFires,Step,TotalDrones,TotalPlanes,TotalEmissions,DroneEmissions,PlaneEmissions,Cost,DroneCost,PlaneCost,TotalCoverage,TotalWater
0,50,0,0,6,0.0,0,0.0,0.0,0,0.0,0.0,0
1,50,1,0,6,7.295302,0,7.295302,26.53,0,26.53,1.6e-05,0
2,50,2,0,6,13.694312333333334,0,13.694312333333334,49.26833333333333,0,49.26833333333333,3.2e-05,0
3,48,3,0,6,3349.6287810000003,0,3349.6287810000003,897.7650000000001,0,897.7650000000001,4.8e-05,16656
4,46,4,0,6,6686.2639450410625,0,6686.2639450410625,1749.4841875641594,0,1749.4841875641594,6.4e-05,33312
5,44,5,0,6,10022.191346123185,0,10022.191346123185,2598.4675626924773,0,2598.4675626924773,8e-05,49968
6,42,6,0,6,13358.563359246371,0,13358.563359246371,3449.5901253849543,0,3449.5901253849543,9.6e-05,66624
7,41,7,0,6,15029.908026077284,0,15029.908026077284,3886.9935423082575,0,3886.9935423082575,0.000112,74952
8,39,8,0,6,18365.79458226206,0,18365.79458226206,4736.449886346973,0,4736.449886346973,0.000128,91608
9,38,9,0,6,20037.422042154565,0,20037.422042154565,5175.437084616515,0,5175.437084616515,0.000144,99936
10,38,10,0,6,20042.903558067603,0,20042.903558067603,5195.843876668134,0,5195.843876668134,0.00016,99936
11,37,11,0,6,20657.15228231397,0,20657.15228231397,5358.759002053089,0,5358.759002053089,0.0001733333333333333,102992
12,35,12,0,6,21578.14098681155,0,21578.14098681155,5602.944085643058,0,5602.944085643058,0.00018933333333333332,107576
13,36,13,0,6,21584.999974185946,0,21584.999974185946,5629.29660654055,0,5629.29660654055,0.00020533333333333333,107576
14,36,14,0,6,21591.858961560338,0,21591.858961560338,5655.649127438042,0,5655.649127438042,0.00022133333333333334,107576
15,36,15,0,6,21598.333823934732,0,21598.333823934732,5680.376648335535,0,5680.376648335535,0.00023733333333333332,107576
16,35,16,0,6,21909.89651964246,0,21909.89651964246,5779.33750256636,0,5779.33750256636,0.00025333333333333333,109104
17,36,17,0,6,21915.981059642465,0,21915.981059642465,5802.437502566359,0,5802.437502566359,0.0002693333333333334,109104
18,37,18,0,6,21921.041266309127,0,21921.041266309127,5821.204169233028,0,5821.204169233028,0.00028000000000000003,109104
19,37,19,0,6,22107.941472975792,0,22107.941472975792,5876.338835899694,0,5876.338835899694,0.00029066666666666667,109104
20,38,20,0,6,22294.600346709125,0,22294.600346709125,5930.396169233027,0,5930.396169233027,0.00030133333333333336,109104
21,38,21,0,6,22480.761804175792,0,22480.761804175792,5982.292835899692,0,5982.292835899692,0.00030933333333333334,109104
22,38,22,0,6,22667.322137042458,0,22667.322137042458,6035.820502566359,0,6035.820502566359,0.00031999999999999997,109104
23,38,23,0,6,22853.51309530913,0,22853.51309530913,6087.729169233026,0,6087.729169233026,0.000328,109104
24,39,24,0,6,23040.48705397579,0,23040.48705397579,6142.893835899693,0,6142.893835899693,0.00033866666666666664,109104
25,40,25,0,6,23227.475763042454,0,23227.475763042454,6198.06450256636,0,6198.06450256636,0.0003493333333333333,109104
26,40,26,0,6,23414.479222509122,0,23414.479222509122,6253.241169233026,0,6253.241169233026,0.00036,109104
27,40,27,0,6,23600.72918237579,0,23600.72918237579,6305.173835899693,0,6305.173835899693,0.00036800000000000005,109104
28,40,28,0,6,23786.865850975788,0,23786.865850975788,6356.5708358996935,0,6356.5708358996935,0.00037600000000000003,109104
29,41,29,0,6,23792.96985330912,0,23792.96985330912,6379.1891692330255,0,6379.1891692330255,0.00038933333333333333,109104
30,41,30,0,6,23799.073855642455,0,23799.073855642455,6401.80750256636,0,6401.80750256636,0.0004026666666666666,109104
31,41,31,0,6,23805.17785797579,0,23805.17785797579,6424.425835899694,0,6424.425835899694,0.000416,109104
32,41,32,0,6,23810.769693642455,0,23810.769693642455,6444.87750256636,0,6444.87750256636,0.00042933333333333327,109104
33,41,33,0,6,25481.833487642452,0,25481.833487642452,6881.18750256636,0,6881.18750256636,0.00044533333333333333,117432
34,42,34,0,6,25487.90371266299,0,25487.90371266299,6903.792096348441,0,6903.792096348441,0.0004586666666666667,117432
35,42,35,0,6,25584.509812683515,0,25584.509812683515,6942.95569013052,0,6942.95569013052,0.00047200000000000003,117432
36,42,36,0,6,27345.442871237377,0,27345.442871237377,7393.105617245933,0,7393.105617245933,0.0004853333333333333,125760
37,42,37,0,6,29105.581277678437,0,29105.581277678437,7839.9948048100905,0,7839.9948048100905,0.000496,134088
38,41,38,0,6,29596.6132820067,0,29596.6132820067,7965.057252822997,0,7965.057252822997,0.0005066666666666667,135616
39,41,39,0,6,29782.822089360565,0,29782.822089360565,8016.973179938408,0,8016.973179938408,0.0005146666666666667,135616
40,41,40,0,6,29969.81389711443,0,29969.81389711443,8072.1451070538205,0,8072.1451070538205,0.0005253333333333334,135616
41,42,41,0,6,30156.82045526829,0,30156.82045526829,8127.323034169233,0,8127.323034169233,0.000536,135616
42,42,42,0,6,30343.841763822154,0,30343.841763822154,8182.506961284646,0,8182.506961284646,0.0005466666666666667,135616
