,ActiveFires,Step,TotalDrones,TotalPlanes,TotalEmissions,DroneEmissions,PlaneEmissions,Cost,DroneCost,PlaneCost,TotalCoverage,TotalWater
0,50,0,0,6,0.0,0,0.0,0.0,0,0.0,0.0,0
1,50,1,0,6,7.295302,0,7.295302,26.53,0,26.53,1.6e-05,0
2,50,2,0,6,14.462562333333334,0,14.462562333333334,52.51833333333333,0,52.51833333333333,3.2e-05,0
3,49,3,0,6,1686.4615726666668,0,1686.4615726666668,491.6566666666667,0,491.6566666666667,4.5333333333333335e-05,8328
4,49,4,0,6,1693.7230973538644,0,1693.7230973538644,518.1729271154129,0,518.1729271154129,6.133333333333332e-05,8328
5,49,5,0,6,1699.9602887077283,0,1699.9602887077283,540.3558542308258,0,540.3558542308258,7.733333333333333e-05,8328
6,46,6,0,6,6700.180563394926,0,6700.180563394926,1799.8221146795718,0,1799.8221146795718,9.333333333333333e-05,33312
7,44,7,0,6,10036.748172810385,0,10036.748172810385,2651.5138231412234,0,2651.5138231412234,0.00010933333333333334,49968
8,44,8,0,6,10042.816477600234,0,10042.816477600234,2673.628052500367,0,2673.628052500367,0.0001253333333333333,49968
9,42,9,0,6,12019.18849072342,0,12019.18849072342,3184.7506151928446,0,3184.7506151928446,0.00014133333333333334,59824
10,41,10,0,6,13690.560737492742,0,13690.560737492742,3622.1652507699087,0,3622.1652507699087,0.00015733333333333333,68152
11,41,11,0,6,17026.98704028259,0,17026.98704028259,4473.799480129052,0,4473.799480129052,0.0001733333333333333,84808
12,41,12,0,6,17033.298163446838,0,17033.298163446838,4497.481230385689,0,4497.481230385689,0.00018933333333333332,84808
13,39,13,0,6,19008.376494944416,0,19008.376494944416,5003.6713139756575,0,5003.6713139756575,0.00020533333333333333,94664
14,39,14,0,6,19319.863518421465,0,19319.863518421465,5102.111803783548,0,5102.111803783548,0.00022133333333333334,96192
15,38,15,0,6,19631.34434452412,0,19631.34434452412,5200.549772693946,0,5200.549772693946,0.00023733333333333332,97720
16,37,16,0,6,21302.947014919046,0,21302.947014919046,5639.526887373517,0,5639.526887373517,0.00025333333333333333,106048
17,39,17,0,6,21309.812199667835,0,21309.812199667835,5665.881929168501,0,5665.881929168501,0.0002693333333333334,106048
18,39,18,0,6,21620.996967749954,0,21620.996967749954,5763.22030429682,0,5763.22030429682,0.00028533333333333335,107576
19,39,19,0,6,21626.95966345768,0,21626.95966345768,5785.781158527645,0,5785.781158527645,0.0002986666666666667,107576
20,40,20,0,6,21723.84235916541,0,21723.84235916541,5826.526012758471,0,5826.526012758471,0.000312,107576
21,39,21,0,6,22125.436138406472,0,22125.436138406472,5939.88220032263,0,5939.88220032263,0.0003253333333333333,109104
22,39,22,0,6,22222.327387139805,0,22222.327387139805,5980.6305336559635,0,5980.6305336559635,0.00033866666666666664,109104
23,39,23,0,6,22319.226011073137,0,22319.226011073137,6021.381866989296,0,6021.381866989296,0.00035200000000000005,109104
24,39,24,0,6,22415.36376020647,0,22415.36376020647,6058.8862003226295,0,6058.8862003226295,0.0003653333333333334,109104
25,39,25,0,6,22510.3565095398,0,22510.3565095398,6091.5185336559625,0,6091.5185336559625,0.0003733333333333333,109104
26,39,26,0,6,22696.53271740647,0,22696.53271740647,6143.421200322629,0,6143.421200322629,0.00038133333333333335,109104
27,40,27,0,6,22883.491925673137,0,22883.491925673137,6198.579866989296,0,6198.579866989296,0.00039200000000000004,109104
28,40,28,0,6,23070.4658843398,0,23070.4658843398,6253.744533655961,0,6253.744533655961,0.0004026666666666667,109104
29,41,29,0,6,23257.45459340647,0,23257.45459340647,6308.915200322629,0,6308.915200322629,0.0004133333333333333,109104
30,43,30,0,6,23354.4343445398,0,23354.4343445398,6349.699533655963,0,6349.699533655963,0.0004266666666666667,109104
31,44,31,0,6,23450.7812625398,0,23450.7812625398,6387.778533655962,0,6387.778533655962,0.00044,109104
32,46,32,0,6,25212.22338907313,0,25212.22338907313,6840.093866989295,0,6840.093866989295,0.0004533333333333333,117432
33,47,33,0,6,25308.295196827,0,25308.295196827,6877.081794104708,0,6877.081794104708,0.000464,117432
34,47,34,0,6,25495.29437978086,0,25495.29437978086,6932.256721220121,0,6932.256721220121,0.00047466666666666664,117432
35,48,35,0,6,25682.308313134727,0,25682.308313134727,6987.437648335534,0,6987.437648335534,0.0004853333333333333,117432
36,48,36,0,6,25778.673080221924,0,25778.673080221924,7025.523908784278,0,7025.523908784278,0.0004986666666666667,117432
37,48,37,0,6,25874.917180842454,0,25874.917180842454,7063.071502566359,0,7063.071502566359,0.0005093333333333333,117432
38,48,38,0,6,25971.424739996317,0,25971.424739996317,7101.705429681772,0,7101.705429681772,0.0005226666666666666,117432
39,48,39,0,6,27732.643382683516,0,27732.643382683516,7552.9506901305185,0,7552.9506901305185,0.000536,125760
40,47,40,0,6,29492.939331591246,0,29492.939331591246,8000.393544361344,0,8000.393544361344,0.0005493333333333333,134088
41,47,41,0,6,31253.20887838617,0,31253.20887838617,8447.825659040915,0,8447.825659040915,0.00056,142416
42,46,42,0,6,31654.86048140163,0,31654.86048140163,8561.205367502565,0,8561.205367502565,0.0005733333333333334,143944
