,ActiveFires,Step,TotalDrones,TotalPlanes,TotalEmissions,DroneEmissions,PlaneEmissions,Cost,DroneCost,PlaneCost,TotalCoverage,TotalWater
0,50,0,30,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,50,1,30,4,7.864940916666666,3.0014062499999996,4.863534666666667,21.13704166666667,3.450375000000002,17.686666666666667,1.6e-05,0
2,50,2,30,4,15.731288083333338,6.004218750000004,9.727069333333334,42.275255208333334,6.901921875000004,35.373333333333335,3.2e-05,0
3,50,3,30,4,23.597635249999996,9.007031249999997,14.590604000000003,63.41346875000001,10.353468750000001,53.06,4.800000000000003e-05,0
4,50,4,30,4,31.46398241666666,12.009843749999995,19.45413866666667,84.55168229166667,13.805015624999996,70.74666666666667,6.4e-05,0
5,48,5,30,4,1703.8559493750001,14.962609375000007,1688.89334,517.68655,17.18655,500.5,7.952941176470594e-05,8338
6,46,6,30,4,3375.7394161038646,17.95281875,3357.7865973538646,948.6722199279129,20.599292812500018,928.0729271154129,9.411764705882358e-05,16676
7,44,7,30,4,5048.22929510326,20.943009375000003,5027.28628572826,1382.3524733254053,24.012025312500015,1358.3404480129052,0.00010870588235294121,25014
8,44,8,30,4,5055.775633248185,23.983228125000018,5031.792405123185,1402.3973226924772,27.49476000000001,1374.9025626924772,0.00012423529411764706,25014
9,41,9,30,4,6728.144206809777,26.885890625000023,6701.258316184778,1835.9625949762158,30.8062509375,1805.1563440387158,0.00013929411764705885,33362
10,39,10,30,4,8400.347854100233,29.913487500000013,8370.434366600235,2268.563223750367,34.25017125000001,2234.313052500367,0.00015482352941176478,41700
11,36,11,30,4,10072.686279286221,32.853556250000004,10039.832723036221,2702.132204744098,37.59285000000002,2664.539354744098,0.00016941176470588234,50048
12,36,12,30,4,10080.296695909406,35.931143750000025,10044.365552159406,2722.708669311575,41.106751875000015,2681.6019174365747,0.0001854117647058824,50048
13,34,13,30,4,10392.61389065759,38.883759375000025,10353.730131282591,2816.302683879052,44.48820375000004,2771.814480129052,0.00020094117647058822,51586
14,32,14,30,4,10400.208576573048,41.82377187500001,10358.384804698047,2837.247040153203,47.83085156250003,2789.4161885907033,0.000216,51606
15,32,15,30,4,10407.940781238503,44.90130312500001,10363.039478113504,2858.3626195523543,51.34472250000004,2807.0178970523543,0.00023200000000000003,51606
