,ActiveFires,Step,TotalDrones,TotalPlanes,TotalEmissions,DroneEmissions,PlaneEmissions,Cost,DroneCost,PlaneCost,TotalCoverage,TotalWater
0,50,0,30,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,50,1,30,4,7.73689925,3.0014062499999996,4.735493000000001,20.595375,3.450375000000002,17.145,1.6e-05,0
2,49,2,30,4,1680.3069547500002,6.004218750000004,1674.302736,454.341921875,6.901921875000004,447.44000000000005,3.2e-05,8328
3,49,3,30,4,1688.1395246038642,9.007031249999997,1679.1324933538642,475.4663958654129,10.353468750000001,465.1129271154129,4.800000000000003e-05,8328
4,49,4,30,4,1695.8440527910616,12.009843749999995,1683.8342090410617,496.0492031891591,13.805015624999996,482.24418756415906,6.4e-05,8328
5,47,5,30,4,3368.330284103259,14.962609375000007,3353.3676747282593,929.7119980129053,17.186549999999997,912.5254480129053,7.952941176470593e-05,16666
6,47,6,30,4,3374.7580620609874,18.002865625000002,3356.7551964359873,944.895607556231,20.669305312500015,924.226302243731,9.552941176470594e-05,16666
7,43,7,30,4,8376.61791397705,20.9556125,8355.66230147705,2203.7613191828905,24.050829375000013,2179.71048980789,0.00011058823529411768,41660
8,43,8,30,4,8384.224757913036,23.99585000000002,8360.228907913037,2224.320366426621,27.533574375000008,2196.786792051621,0.00012611764705882357,41660
9,42,9,30,4,10056.625889349023,26.998625000000022,10029.627264349025,2657.998194920352,30.985100625000005,2627.013094295352,0.00014164705882352942,49988
10,42,10,30,4,10064.239488263875,29.95135312500001,10034.288135138875,2678.983938029495,34.366614375000005,2644.6173236544955,0.00015623529411764716,49998
11,42,11,30,4,10071.940577803727,32.991571875000005,10038.949005928727,2700.070902076139,37.84934906250001,2662.221553013639,0.0001712941176470588,49998
12,42,12,30,4,10078.067704843577,35.99432812500004,10042.073376718577,2714.626647372783,41.300865000000016,2673.3257823727827,0.00018588235294117656,49998
13,39,13,30,4,13719.07420688343,38.99708437500003,13680.07712250843,3630.2573926694267,44.75238093750004,3585.505011731927,0.00020094117647058814,68182
14,38,14,30,4,14031.367790256612,41.99984062500002,13989.367949631614,3723.8914712994037,48.20389687500004,3675.6875744244035,0.00021647058823529418,69710
15,39,15,30,4,14038.311259588738,45.00259687500001,13993.308662713738,3742.206362365222,51.655412812500046,3690.5509495527212,0.00023199999999999997,69710
16,38,16,30,4,14350.598645587528,48.00535312500002,14302.593292462527,3835.837920097706,55.10692875000004,3780.730991347706,0.0002475294117647059,71238
17,38,17,30,4,14358.176125878588,51.00810937500001,14307.168016503589,3856.8586235993653,58.558444687500035,3798.3001789118653,0.0002630588235294117,71238
18,37,18,30,4,14365.703559294649,53.96081875000006,14311.742740544647,3877.809314601024,61.93994812500003,3815.869366476024,0.0002785882352941177,71248
19,40,19,30,4,14371.910025002377,57.00101875000006,14314.909006252377,3892.9028932068495,65.42267250000002,3827.4802207068497,0.00029411764705882367,71248
20,39,20,30,4,14774.214903210104,60.00375625000006,14714.211146960104,4000.9242530626752,68.87417812500003,3932.050074937675,0.00030964705882352957,72776
21,36,21,30,4,14871.667119660106,62.85636250000005,14808.810757160105,4036.127723687676,72.11564875,3964.0120749376756,0.000323764705882353,72806
22,34,22,30,4,14969.229686310104,65.81194375000004,14903.417742560105,4071.4200174376756,75.4429425,3995.977074937675,0.0003378823529411764,72826
23,34,23,30,4,15066.899684410104,68.86758125000003,14998.032103160103,4106.855315562675,78.910240625,4027.9450749376747,0.0003529411764705883,72826
24,33,24,30,4,15164.452085835102,71.79824687500002,15092.653838960105,4142.161163687675,82.24508875,4059.9160749376747,0.00036752941176470606,72836
25,33,25,30,4,15261.331103085102,74.81640312500002,15186.514699960104,4174.321232750175,85.6811578125,4088.6400749376753,0.0003825882352941176,72836
26,34,26,30,4,15358.051991368437,77.79709687500002,15280.254894493435,4205.9114163960085,89.08600812499998,4116.825408271008,0.0003971764705882352,72836
27,33,27,30,4,15545.522166310102,80.72774375000007,15464.794422560102,4255.076920875175,92.42084593749996,4162.656074937675,0.0004112941176470588,72846
28,33,28,30,4,15732.354289568437,83.64579687500004,15648.708492693437,4301.501290458508,95.71688218749996,4205.784408271008,0.00042447058823529417,72866
29,32,29,30,4,15919.997481976769,86.59191875000006,15833.40556322677,4351.2050559793415,99.03631437499993,4252.168741604341,0.00043811764705882353,72876
30,30,30,30,4,16017.58166020177,89.48798437500005,15928.09367582677,4386.452467854341,102.28572624999995,4284.166741604341,0.0004517647058823529,72896
31,29,31,30,4,16115.20129175177,92.41212812500011,16022.789163626769,4421.726278166841,105.55853656249995,4316.167741604341,0.00046541176470588227,72906
32,30,32,30,4,16212.178715168433,95.32689687500009,16116.851818293435,4454.286942646008,108.82353437499995,4345.463408271008,0.00047905882352941185,72906
33,30,33,30,4,16309.035472118434,98.24166562500011,16210.793806493435,4486.308940458508,112.08853218749995,4374.220408271009,0.0004922352941176472,72906
34,29,34,30,4,16406.617807393435,101.10638750000012,16305.511419893435,4521.513925771009,115.28351749999995,4406.230408271009,0.0005054117647058825,72916
35,29,35,30,4,16504.295008493435,104.05860000000014,16400.236408493434,4556.823132021009,118.57972374999991,4438.243408271009,0.0005185882352941175,72916
36,28,36,30,4,16601.892084793435,106.92331250000014,16494.968772293432,4592.034109521009,121.77470124999991,4470.259408271008,0.000531764705882353,72926
37,28,37,30,4,16609.5009154601,109.81611250000012,16499.684802960102,4612.8791599376755,124.99308499999991,4487.886074937675,0.0005454117647058823,72926
38,27,38,30,4,16617.05970862677,112.65887500000011,16504.40083362677,4633.654200354344,128.1414587499999,4505.512741604343,0.0005585882352941177,72936
39,26,39,30,4,16624.468510126768,115.47968750000011,16508.988822626765,4653.840970354343,131.2432287499999,4522.597741604343,0.0005712941176470587,72946
40,25,40,30,4,18296.2249824601,118.32858750000011,18177.8963949601,5085.034479937676,134.3684049999999,4950.666074937677,0.0005839999999999999,81274
