,ActiveFires,Step,TotalDrones,TotalPlanes,TotalEmissions,DroneEmissions,PlaneEmissions,Cost,DroneCost,PlaneCost,TotalCoverage,TotalWater
0,50,0,30,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,50,1,30,4,7.864940916666666,3.0014062499999996,4.863534666666667,21.13704166666667,3.450375000000002,17.686666666666667,1.6e-05,0
2,50,2,30,4,15.731288083333338,6.004218750000004,9.727069333333334,42.275255208333334,6.901921875000004,35.373333333333335,3.2e-05,0
3,50,3,30,4,22.445260249999997,9.007031249999997,13.438229000000002,58.53846875000001,10.353468750000001,48.185,4.800000000000003e-05,0
4,47,4,30,4,3359.6689772083337,11.959796874999995,3347.7091803333337,904.8233364583334,13.735003124999997,891.0883333333334,6.305882352941178e-05,16666
5,47,5,30,4,3367.3771718327284,15.000053125000008,3352.377118707728,925.4236126683257,17.2177584375,908.2058542308257,7.85882352941177e-05,16666
6,46,6,30,4,5039.879653957124,18.002846875,5021.876807082123,1359.142670128318,20.669295000000016,1338.4733751283181,9.411764705882358e-05,24994
7,46,7,30,4,5047.644650435383,21.005640625000005,5026.639009810383,1380.2396547037235,24.120831562500015,1356.1188231412234,0.00010964705882352945,24994
8,46,8,30,4,5054.513355246974,24.00843437500002,5030.504920871976,1397.544972612462,27.572368125000008,1369.972604487462,0.00012517647058823533,24994
9,42,9,30,4,10056.211388183568,26.961181250000024,10029.250206933568,2655.8552780212003,30.953892187500003,2624.9013858337003,0.00014023529411764707,49988
10,41,10,30,4,11728.566157931753,29.95137187500001,11698.614786056753,3089.4805732136774,34.36662468750001,3055.1139485261774,0.00015576470588235303,58326
11,41,11,30,4,11736.233470158802,32.99159062500001,11703.2418795338,3110.553797709067,37.84935937500001,3072.704438334067,0.0001717647058823529,58326
12,40,12,30,4,11742.532856344184,35.94430000000004,11706.588556344184,3126.109124287791,41.230862812500014,3084.878261475291,0.00018729411764705888,58336
13,38,13,30,4,13718.7892696129,38.93445312500003,13679.8548164879,3629.078992637347,44.64357468750005,3584.435417949847,0.00020282352941176462,68202
14,35,14,30,4,14335.773939444418,41.92458750000002,14293.849351944416,3795.2825902256573,48.056276250000046,3747.2263139756574,0.00021694117647058826,71268
15,35,15,30,4,14343.338779110478,44.91470312500001,14298.424075985478,3816.264469039816,51.46896750000004,3764.795501539816,0.00023105882352941176,71278
