,ActiveFires,Step,TotalDrones,TotalEmissions,AvgPayloadFactor,Cost,TotalWater
0,50,0,40,0.0,0.0,0.0,0
1,50,1,40,4.001874999999998,0.0031250000000000015,4.600500000000001,0
2,49,2,40,7.955578125000008,0.06554687499999994,9.132550000000005,10
3,49,3,40,11.996771875000002,0.003109375000000002,13.765820937500001,10
4,49,4,40,16.000503124999994,0.003109375000000002,18.367873125000003,10
5,48,5,40,19.95418750000001,0.06553124999999992,22.89991281250001,20
6,48,6,40,23.9953625,0.003093750000000002,27.533173437500025,20
7,47,7,40,27.94902812499999,0.06551562499999984,32.06520281250002,30
8,47,8,40,31.990184375000037,0.003078125000000002,36.69845312499999,30
9,46,9,40,35.94383125000002,0.06549999999999992,41.230472187500034,40
10,46,10,40,39.984968750000036,0.003062500000000002,45.86371218750004,40
11,47,11,40,43.98864375000004,0.003062500000000002,50.46573343750005,40
12,46,12,40,47.94227187500005,0.0654843749999999,54.997742187500045,50
13,43,13,40,51.83325000000004,0.1903124999999999,59.420934375000066,80
14,43,14,40,55.949237500000024,0.003000000000000002,64.11657062500005,80
15,42,15,40,59.90279062500001,0.06542187499999987,68.64853812500006,90
16,41,16,40,63.8937875,0.06540624999999999,73.21171406250005,100
17,40,17,40,67.88476562500001,0.06539062499999998,77.77487968750003,110
18,38,18,40,71.82567812500008,0.12779687499999992,82.26802250000003,130
19,39,19,40,75.90410937500006,0.0029218750000000017,86.93238843750002,130
20,40,20,40,79.90761562500008,0.0029218750000000017,91.53431687500002,130
21,38,21,40,83.81102812500005,0.12776562499999994,95.99622031250001,150
22,38,22,40,87.83937500000005,0.06531249999999997,100.59055312500001,160
23,36,23,40,91.78020312500004,0.112109375,105.08364687499999,180
24,35,24,40,95.79912812500004,0.06526562499999992,109.67014406249999,190
25,36,25,40,99.83998437500001,0.0028281250000000016,114.30322937499999,190
26,35,26,40,103.79333125000005,0.06524999999999997,118.83508343749999,200
27,36,27,40,107.83416875000005,0.0028125000000000016,123.4681584375,200
28,33,28,40,111.68742187500007,0.15885937500000002,127.85998218749997,230
29,33,29,40,115.78439687500004,0.0027656250000000016,132.53985437499995,230
30,32,30,40,119.73768750000008,0.033968750000000006,137.0716721875,240
31,31,31,40,123.70968125000017,0.0495625,141.61908656249992,250
32,29,32,40,127.64098437500017,0.09635937499999993,146.10428531249997,270
33,27,33,40,131.60032812500015,0.127546875,150.61287249999992,290
34,27,34,40,135.67845937500016,0.0026718750000000015,155.27707343749998,290
35,27,35,40,139.63162812500016,0.04948437500000001,159.80882687499988,300
36,26,36,40,143.56282812500012,0.11189062499999998,164.29397156249996,320
37,24,37,40,147.53144375000016,0.12746874999999996,168.8103118749999,340
38,25,38,40,151.6094812500001,0.0025937500000000014,173.47446124999996,340
39,25,39,40,155.61259375000014,0.0025937500000000014,178.07617312499985,340
40,25,40,40,159.6157062500002,0.0025937500000000014,182.677885,340
41,25,41,40,163.56878125000017,0.04940625,187.20958687499987,350
42,25,42,40,167.5999718750002,0.0025781250000000014,191.83470249999996,350
43,25,43,40,197.41267500000015,0.0025781250000000014,233.60265793749994,350
44,25,44,40,214.3724406250002,0.0025781250000000014,256.861995125,350
45,25,45,40,258.9135500000002,0.0025781250000000014,319.8836515625002,350
46,26,46,40,262.9166437500003,0.0025781250000000014,324.485353125,350
47,26,47,40,294.88169375000035,0.0025781250000000014,369.34411156249996,350
48,25,48,40,313.11629687500044,0.06499999999999995,394.4359592500002,360
49,25,49,40,331.83115000000026,0.0025625000000000014,420.1930193750003,360
50,24,50,40,395.3726906250002,0.018156250000000006,510.5011336250002,370
51,25,51,40,475.1387593750005,0.0025468750000000014,624.1520863750004,370
52,25,52,40,479.1418156250004,0.0025468750000000014,628.7537673125004,370
53,26,53,40,514.5346156250002,0.0025468750000000014,678.5366737500003,370
54,26,54,40,550.7027218750004,0.0025468750000000014,729.4310541875005,370
